,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_temp,average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,weighted_average_watts,max_watts
0,2,Middagrit,41754.3,4670,4722,63.0,Ride,10.0,3959633114,garmin_push_5434033286,4238611031.0,2020-08-24T15:05:13Z,2020-08-24T17:05:13Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.213087, 6.557333]","[53.218889, 6.574669]",,,The Netherlands,53.213087,6.557333,24,17,0,1,0,False,False,False,False,everyone,False,b5474373,False,4238611031,8.941,14.1,17.0,183.9,858.9,False,True,152.9,183.0,False,True,7.6,-1.8,20,0,False,101.0,4591892,1,a3959633114,wdxcIiv_g@SnAj@tBBlChC^v@KhEmCdGcB`GyC|FcAfBLRd@jH|`@jJ~e@xAhKdArDnBzDl@nBl@vBr@zFtArEnAhArCTPd@p@lFh@z@bK}@tITjEuAXr@t@hKnAtWb@|AtJ_C~[gL|OgFzA{BbAiCrCuK`GqKzGqGjC_BlAY@~ALPrAo@j@BpB|t@X~EnCnVZxGlKtk@bBxMxFv[lCtMd@b@n@@rBm@xF_CzCA~DeAtGJzGwCrAMp@jB`Lhh@tCpOVfCZtZHd@|^`QhS~CbT|DnAj@p@bA^vAr@`TGtAZpKKx@m@tAA^rAnDb@bFtBlt@^zIZvCbAf]jCvo@ElGMjCe@vDnB`BRf@`L`y@bQlm@pCrEx@h@zI~KT~AKvEF`@xJhBvHVfKlC~DvAJXo@hJUxLDbIQdBuMl[eEfBm@YSRGd@fA~EfCjVJbAOtCoATyBlAaBY}BpA}@MqAl@yBT{DvEiDf@YXy@tBwAx@MXJjDMf@QA[iBQKgOvGyD`CeAKcI|DeHbEsQbJQXAr@WLgDhA{@CoLxD[fA{Efd@kDWWf@SxBaAbAkCXeLnC{CSmAz@{AfBiIxO}AnFO~AkA|Da@lAw@z@mBpFwBlHwDtTw@{@Oq@_BjAkB\mr@^gI]Ir@_@n@VpBCX}NNqFQsCf@yAr@qAnA{@bAQ`A[?_@z@gB`@{AnC{@gCmAcAU{@mF}YeBkHiDmLkLmc@sC}MiCgQsHem@uAeQe@gK{BelAOq@]U}Bf@w@EsKoHQc@L{@\]b@bBf@v@~Ap@vJgBhGUr@dAxBtNh@@@c@g@wB[yDcAsF}@iAsBc@Ou@s@{b@i@oPcGgdAoB}Ri@{PmMc{@Ky@AaCu@mC_DmT}Du`@q@kNs@sFcDuQcDuZWeEGiF`A_c@Kc@WOmFSsIfBW]Ek@La@\SzDeBvD@b@ER[R}DEiB\}W|@qPjAoIzHs_@x@iJ~ByM?i@qA{Ce@i@DmBR_@AUuIod@]]g@@_HjDiEdDOGd@{DDeNw@{Uq@sCLiDc@aNFuCe@}Jw@cHQwCHw@e@{A_QcmAMyBMaNS[mBSkEsXiAyJ{CWQScAeHP_C[a@S{@c@g@aBy@_Ca@Yc@@y@RStASvAcAjAkDb@yBvAoBQkEd@eCJqBBaJUyJm@wFF}BMm@y@s@Wi@yDaOuDuJsBiBSBQ\,2,,,
1,2,Avondloop,6366.3,1889,1889,5.6,Run,0.0,3955693965,garmin_push_5429767544,4234380859.0,2020-08-23T16:13:01Z,2020-08-23T18:13:01Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.219022, 6.575065]","[53.224661, 6.567758]",,,The Netherlands,53.219022,6.575065,1,10,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4234380859,3.37,9.3,,,,,True,161.1,177.0,False,True,2.9,-0.8,0,0,False,56.0,4591892,1,a3955693965,s`ycIyvcg@p@i@R[PMLWFWAi@I_@Ei@a@}BEo@EMIg@eA_ESkAc@aB[yBq@_DKo@m@cC[qB]mBkAkFi@uCk@iCs@{Di@yBUqAW_Ag@iCQu@YkB[{Ao@cBq@gDOe@ECKA_Ab@aBnAg@Vu@j@CAIUs@iDMQO@_@X}@j@kBzAe@f@_@N[VW^e@^_@PGJSRg@VST[RQFURQFe@XWVMVCd@GLa@^YLc@XMF[IUa@YiBcAkCEY@s@GKOG_@GK?KD]b@WRWLC?GG_@eAQSK?i@TaAdAKRUR_@j@c@rAEVS^Uz@Sl@MRSVg@lAUt@YzAqAtC]f@]d@]Te@R[Ta@Ro@Pa@ZwAr@[VeAb@{@`AOLMNSJGJ]t@U\ENUZ_AlB_A~BMf@q@xAi@`C[t@IXMp@Kp@C^YdBENGJAf@D`ABlBJvA?n@DrANrBFZLN`@Zp@z@jAj@b@b@JPJJr@b@NBTRl@^h@n@PDZTd@j@`@n@Tl@t@zA`@tALTRf@FVn@rAp@~B^z@Xx@j@lAJb@N\`@xAf@nAJJHVJb@LTRt@`@fA~@dDDBF?`@hA^t@TdArArD\TJv@vAlD^lALj@p@`BRj@Pj@LXB@XM\]X]j@sAd@g@Vk@b@WHMRKJ@DBb@h@d@`@NRPLNBZVBHFBh@q@d@iAb@q@Tm@d@iBrB{BKF?O,2,82.5,,
2,2,Avondloop,9714.5,3091,3091,14.9,Run,0.0,3942398793,garmin_push_5415774760,4220118948.0,2020-08-20T18:55:08Z,2020-08-20T20:55:08Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218843, 6.575048]","[53.217777, 6.577397]",,,The Netherlands,53.218843,6.575048,3,15,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4220118948,3.143,7.7,,,,,True,151.2,169.0,False,True,2.9,-2.4,0,0,False,74.0,4591892,1,a3942398793,mjycIescg@GeAGQS?i@LIGcAd@o@Hi@YmCaBa@k@OOQ]SAc@Je@AGASWU?gAXuAr@o@l@YJ[T[^OX[^YVQFa@l@_AjBa@jA{@|CUlAIdAO`A[l@Sr@q@tAkBzC{AlB_@h@Sf@g@t@]\y@B]WMYa@K?QKQBSKo@a@{@c@Ym@qAGWO}AEOEe@QUISK_@e@mAQw@o@wAGc@M[k@q@KCSQOo@]c@CWGEIc@IMCSEEIa@Sk@G_@Ua@Ie@KQMk@?QISDOGa@[k@GUU_@I]GEOa@W_AWk@MOI[YMQSO[?QMMw@Pg@\s@K]Pg@lAk@zBShAe@bBa@\OXk@tCOXSJ[Ii@[g@IOQ_@QgA_Ak@U}@s@i@Yy@_Ay@k@_AcAc@QEQw@a@KQMMQWqBgBqBsAwBmA{@]kA{Ac@WQg@CYMa@GyA_AkDWg@w@aAOg@Ce@q@}Be@o@cAgAK{@C_CQ_@O{@Aa@g@kA_@yB]qA[kBKqAQo@ScA[o@SQ?MPi@\i@X}@d@o@Ni@`@S`@KZe@n@u@r@U\g@RKf@k@JUWwEo@kHIaBQaCEc@M?EaAmA_MBOR]p@aAr@eBxAsB~@}Ad@kAf@g@bAk@TSPc@j@y@t@cBh@o@l@_A\y@dAgBd@gAZc@Zm@f@u@r@oAj@y@bA_Ap@u@ZIVFj@p@`@T^IjBw@h@M\Un@GVR`@v@\@LGV]f@e@n@eAjA{AbAm@vA{Bt@}@bDgDRGX@lAv@VHR?NEXQt@o@d@m@ROZAr@`@RDVCv@WZKTQZbALdAJl@DFHjAlA|IXjCDh@h@lC~@rGZ|AHfAhA|IVvADf@d@zB`@nCX|B?bADZN^H^NrBLbA@RTxCTdAHn@?n@EZk@~AMfAEfA?dALn@|@tBV~@N|@p@z@LPLf@HDNIp@o@j@MBMXc@p@w@dB}AlAy@H@HHnAtEJJLGb@e@nAkApA_AV]H@`AvEj@lAjAxEFl@b@`C^|AL`Ap@|CX~ATp@`@dBd@|CdAvDj@bCV|A\xA\|BRp@RxAv@hDb@zA\tBh@lBb@hCVx@ClAJv@Jd@Fh@Jf@@NCLQN_B`A,2,81.5,,
3,2,Avondrit,16270.9,2377,11403,24.0,Ride,,3951670828,garmin_push_5425594324,4230094359.0,2020-08-18T16:25:06Z,2020-08-18T18:25:06Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218629, 6.574064]","[53.218887, 6.574831]",,,The Netherlands,53.218629,6.574064,19,0,0,1,0,False,False,False,True,only_me,False,b5474373,False,4230094359,6.845,10.6,20.0,102.5,243.6,False,True,122.8,162.0,False,True,10.2,-1.8,0,0,False,12.0,4591892,1,a3951670828,swxcIiccg@^d@FBHEl@w@PKZP`C`H\z@HXBBdAw@nBsBNDlBvEVnArA~Hf@j@HAn@e@jAk@nIiDPAJHNh@PfAr@lFnBzMbAfIvAlKdAjJDt@`@dDVjBn@rD`AbHrE|T`CfMzArHhEdUn@hDt@bDZfB\~@Vb@f@h@l@\pAJlAMbAy@\E^J\Dl@P\Rf@f@JNdAjCn@bCr@vD\hCLlBDrAAz@BXJPFDh@DVCl@UNSJADDAHG??IKRQHe@HW?s@SC?IHWbBIHKXs@dAOh@Bd@At@AnAE^CbAYnAc@d@u@j@oB|@mEtAiCt@iF~Ay@PYLkAfAe@n@u@xAOj@STU^EJEj@ANFZ^p@\~@^jBt@jGRrBf@jEPh@n@`Bj@tBVzAr@bF`@bCRdCJ|AJv@vD`T`AfHl@nDFNf@x@Ld@~@~GpAhFf@`B?JIVm@|A]l@kAxAu@j@K?KAUMQDELCp@G`@?PBN`@\h@nA^h@N^Bj@Gh@oBrJYzCS|Cc@pCeClMsAtGs@zCk@|CgA`I]xDMhCGvDWpISnNAvBGlCMd@[N_AI{AGiAVsBz@sJrEmFpCeK~EmCbAUKM_@WuCa@kAS[YQWK_AUe@Ga@@aBXY?MEIIQ_@Ig@G}@AaAFm@p@sCDm@?q@CYuCmTi@cDsCwTc@}Cc@iESsC]mJEeF@aGQuDOiBOUUk@QUcAs@GY@Or@uDHm@xAePEyABMXe@Jc@jBgO\{Dl@gFf@}JNkENuNDoFPoLNqDVoLTsHR}Db@cE^qCFq@p@eDNk@Pe@\}AZ}BB]EeE\{H?eEG_DYg@Ko@Ty@Aa@a@qDEgAGg@_BiL}@wFwAyJAm@Dy@A}ACGWDiBjDqCvFU`@GBKWw@oDa@{B_CiOKaAcB_La@gDSeGIw@K{@Kc@m@kBMIi@h@]TSEYm@k@eB}@mDy@oCqCiNo@mD}@sEy@qDKy@d@e@j@Mz@Wp@]tBwAhCiAPQYoBRUj@Qd@YPc@Dc@UmAYi@I{Aa@gCOsAA{@@GDEv@]^Ux@WN@n@_@TGFKSs@SeB,2,,,
4,2,Middagloop,6489.6,2052,2052,8.3,Run,0.0,3926596360,garmin_push_5399443707,4203097432.0,2020-08-17T15:00:02Z,2020-08-17T17:00:02Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.21893, 6.575182]","[53.221, 6.574813]",,,The Netherlands,53.21893,6.575182,0,6,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4203097432,3.163,4.5,,,,,True,150.9,174.0,False,True,2.9,-0.8,0,1,False,48.0,4591892,1,a3926596360,q`ycIuvcg@~AwANYDWGq@o@uCOyAIS?MA?Qq@gAsFOaA]}AaAmFm@kCSqAyA{GyAwHe@yBUsA]iAi@oCQiAIYMSu@uEUgAWyAY}@c@w@g@_C]wAIEKBuBpBuAjA[TG@IIK[u@wDGKEAK?_@XUTCHKJgC~BgAx@a@Py@v@MBIKUs@MOUOSg@g@aCk@aBQs@GMEA[Na@\qBbCwBrC]~@M@o@OKAKHcAnAIIe@oAOUECE@w@n@kAxAU`@_@t@}@zBk@nBo@rAyA|D_@p@O`@i@z@}@fAy@j@QJq@T_Af@UHiAx@m@Zk@^_@f@m@l@_AbB]p@QVg@dAUh@_@p@Oj@qAxC}A~FWtAYfAChBBjADzADd@DbCPxCXZn@f@p@`@v@Vd@f@TJn@l@TLd@`@\^\V\`@FBL?PJp@t@Zn@J^`@dAb@`BHJD@L`@LRHBRb@Hd@d@dAJl@Rh@PVn@|AT~@Pf@Tx@h@tAP`@h@|@x@dC^r@Hb@NXBLNRJv@n@rAFZ?J@Np@zBt@fBJRVTHND|@l@xAPr@t@jBPp@v@jBf@~AFFH?FGt@{ALc@RUlAcBFEh@KVUPUF@\|@HHLX\d@XLv@v@FALOb@}@hAqCR{@Ei@BOv@qAl@{A`@YRIZYPa@Tq@x@wAVq@f@eBVkAvAkDNe@Zw@~@kBt@eBd@_BVaAr@qAZs@f@_AZi@PWHI,2,81.0,,
5,2,Ochtendrit,87505.7,12283,20330,119.0,Ride,10.0,3906968661,garmin_push_5379282111,4181673215.0,2020-08-13T07:23:54Z,2020-08-13T09:23:54Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[52.640547, 6.210024]","[53.218873, 6.574815]",,,The Netherlands,52.640547,6.210024,14,27,0,1,0,False,False,False,False,followers_only,False,b5474373,False,4181673215,7.124,12.8,28.0,97.6,1198.9,False,True,115.6,165.0,False,True,14.4,-1.2,3,0,False,41.0,4591892,1,a3906968661,kjh`Is{{d@fBfDiEnGj@lEiM`TuAJ{@fAjAlH_A~@oJhBcIrDsIoBmC?mu@xLiAdB{A^{XnBgXnEgCz@qOjN}GpDwQlCe@xB_FRgBbAyHq@@oCHrCjHn@dBaA`FWb@aBaEm@iBf@~IbAV_AU}GgBs`@cEia@qDyNmR}i@kGsAgIMo@g@[gBkJ{BkG\mBo@sWrBqCmBiCvNw@~QoCq@oAqCaMDmBhAwAy@k@dAaAFyBsDwFFmCjDwPVuAMSqB{Ag@iVH[f@bC`FhBjJArB{@fAeN~Ame@@ad@dCwZXkVjDiAxBNxBc@fA_}B}nBuPiV_h@iq@mGbBgQoCyUc@uPiC}Ch@wKrJiQpIgNzMk@|B_Ch@k{@tz@wEtDqS~JsDlEgKbWak@vd@qUtI_aA|PiFpB}BMclAtTsFpEy\nb@g\pWgAq@e@fAEaD{Ow]_gAshBScEX{JlA_Q{@qD\`D`@`@~B_B?i@_CJgBaD_JeC{CsE_SkF_RsJg[_SyJ{JyJsNgOsZaJcLwGoMiNwPeCuIkAiKo@sO_BsFuIoCeAjCmEdFe@jBkK|JsL|N}IgNscABoRay@oBeF{b@y}@uOy^wDaEoLaW{@w@QmU_Mub@_CgByKVi@_@eBuF{FN_HwAue@_\_BiBw@gD}BwBo@GmAjBgXsIic@qTkXw[oAAkOas@SmQgGwf@vAoYd@it@`Euf@aBsKoIiMoG{BmO{YcHwI{DcA{SlDkJ}q@oAqEeZi[gg@y^oEoBeqAooAoEcBeFaIwe@iMsCiCuAiDkDaWy@iORyEy@yFiyBorBoA`A_AeDk~@}|@oV{S{CcOHiDoGy_@iPy\ig@}WeSbCsKcNaC}VeFyGaEyHsBkFmBmJuDcEuHmN}OkMwGTcF|DqFaf@eLif@uz@k`Bg@w@a@^qDcG}CgKa@_BiAiYqJ{m@wH`EkfAxcAoKua@oAoS{@gEai@pDyHa@oAvDuAt@gf@`OyGil@cGiWwFkMwXg\gCuEgDoPmCgPE}QqBuLw@cAgEd@}Ao@aAxAwPwAgm@eTkDwBsBf@eD}@mYGgCvAiCxG{BhAkKS_f@aGgDtAuDwAgDrBiHpH}UqGaUtCgU|T{H|@wYzR{Fe[{Dsb@{Bex@oCo@Wq@_DxAuIfImEnHcElNiCjFux@hX{Dih@}ElAiI[wJz@m@gAy@_GcE{@cBuC}AkJyFaPiAwIgUqjA_SmxAcMfEwEzCqAqAcDkNkEwKmBmBs@`@,2,,,
6,2,Middagrit,41337.2,6232,8269,39.0,Ride,10.0,3903176200,garmin_push_5375392053,4177565277.0,2020-08-12T14:31:28Z,2020-08-12T16:31:28Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[52.578902, 5.761075]","[52.640765, 6.210347]",,,The Netherlands,52.578902,5.761075,0,16,0,1,0,False,False,False,False,followers_only,False,b5474373,False,4177565277,6.633,8.9,32.0,81.1,505.2,False,True,109.0,126.0,False,True,10.6,0.6,0,0,False,17.0,4591892,1,a3903176200,ci|_Iuedb@D^XHb@KF}@A{CKoB{@mDK}@c@uO@wt@cBmt@Cep@JedALaMTgFZ_E\cDp@uE|AyHxAaFv@}BbB_ErAiC`cB{tCzg@}{@xKqQlBaC|DyDnBsAdCuAlFaBxLyBjEi@\q@XSOmBwAc]k@{Eu@{Es@eDkAeEcBkEqAeCkJyNaEiJ_AyCwKg_@mAwEUmAaAeDw@qE_EuOgAiFuAoFc@mD@oG]uF?g@fBkl@`@_LYqD[oBcFeYe@_EScA?y@k@uBKqBkA}FA]TuB\aGfAoEPoCJc@|DkE`IcJdA{AQ}@k@yAi@uBo@kAqBcGDUb@aA~@qCjAyEf@eDAq@Km@q@wC[cA[Ck@RmCtAQ{@Q]O@eDhD_BrBgIxLi@zAa@^KKkEkNe@mBK{@RcCHQVQFPIEYJIYh@}CGy@WeAwDyNeBwHmIk[gFwSQc@SUuC{@ES^cCLkBp@sFP{@pA{Da@qA?][c@a@e@u@AYMCk@[yBe@kHCyABsBRwF`AqHx@kQRcA`ByFBe@oCyCSMk@{@yGqHq@q@e@WmACs@`@_@l@{B~FSF[]iFeYcAuG}ByIgQu_AWaAq@gEiMqq@o@sBm@aAiA_ASYQs@Iw@BmA^aCVk@\c@na@}XjMeIxGyElFmEnJ}GFYC]e@_DwBsKsm@_dDi@iAm@HU]_DoPcBwHq[ifBcNst@@]JUpEmDFUU[Sm@UeAo\kgB_Gw[e@gDm@_Gc@qCwBsKeAyBg@s@kBsAw@YQSA_@n@aHEuAUgAKGeAjA_A\m@Ga@SWSg@}@iGiQi@sCQyDOcAkAmE_AuBgBoFWsA@Sv@i@]@[POMu@wBeAeBkAkC[iAa@y@g@g@_G{CaVuG]_@uG}QMqAD{CEi@_BwGgDcL{Rmn@_BwF_Fc[uAiHmEks@MkFKkQAoXWk^eAyhAaBc`BYch@?aIHsCEYc@i@SwA_@aBeAoCaEeJw@aA[aBcBaEaCuGgA}EWm@]?wAf@OAGWpB{LlDeOj@cDl@_C@u@Sg@iNcUyCmF{G_LqFqLeAkBuFkGmAeBYw@SoAAc@F[n@aARo@LmACgKGqAKO_AMSQqKaSiBiDiDyHcAsDc@EOPWDcAMgANqQpCgCp@_A@}LpBmAt@oFzHa@LQTO`AUl@wGzKiF|HSTSFi@AgGwLoAoBMAQPa@p@Yn@A^CYWEm@yAQUEF,2,,,
7,2,Ochtendrit,82419.9,11887,19702,136.0,Ride,10.0,3897277139,garmin_push_5369282857,4171173439.0,2020-08-11T07:55:24Z,2020-08-11T09:55:24Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.062041, 5.518754]","[52.578917, 5.76103]",,,The Netherlands,53.062041,5.518754,0,29,0,1,0,False,False,False,False,followers_only,False,b5474373,False,4171173439,6.934,12.0,30.0,94.4,1122.3,False,True,112.8,137.0,False,True,29.4,-2.4,0,1,False,36.0,4591892,1,a3897277139,wtzbIe{t`@e@jDCbHOb@aAs@yAeGaBlA{@OkBpB|B{Bf@\tAwAfBhG`Ar@NUJsIhBmJWiNwBwTlAyJ`CcHd@oCzDyl@Y{Ep@gBxJ}{AtBgWxAoK`IkYdGyQp@eAvBmGpCcMj@}@nIm`@tDaIxEmLlYa`A|CwMFgCQgCwBcMcFcReCcHc@cC`AyXbCsa@r@aElEoNtP}v@XeHWkKe@sI}@eH?oBp@oDd@gFfEwQn@uMX}Av@iDhA{Bn@eGzEmTvHmSjC_BVuBh@cAEaDdAqVvBeJvBkF`BgBAkItG_CRhBZA^nBDvCYnAe@j@e@Yc@{AUCoCdBaACq@`A]A[mEn@qIKgCd@iE~FgBjCQlATpGpEd@j@x@hGdAvEnBtDdFpGl@~AtGpBzOjAnD`AjKFlAvAjAB`Au@nE`@~@fAtAo@nUlAlJ~@bBpAnIM~t@bGdSfCdDIpObBfKpClD^`WIhTn@tZm@nDT`@j@p@o@dCGb`@EbTqAjA_BlPqEnIp@hA|AjeBePrBf@~DbDt@pAb@jB|AbB~N|XhAaBaAcGp@}\YoCzCqAnIwArFwB`IuFvDgF|pCmqFrCyCtGwAV{@McCLqJp@aD|IaNZGd@n@l@i@nBcIzoA{eCj[{m@jFcJhAcAbDg@vKhA~PiAtH~BjIpEj]vItVvOt[fQbArA|F|K|NhInBpBdA`ClAtHpA`C`BxAbd@jVjZbNvC~BpRbF~FfC\Sz@XFh@lAy@|@oEC}Ik@eBTmBSgI`@q@NgA|DcHbAsFvEV`Fk@~H~@Xo@nBwPFkHl@aFjBsCrFgAbAo@bAsAr@kB`@iBVkEgAoPH_KlD{^bCuJxhAuxB~MyRXFp@bBdg@jtAl@TfCuCvBdFd@vC|Nt|AfAl@peCu|@ppBia@hBm@nAaBlCt@jrAcXxdCoAbBs@jAl@hQEjBy@pC|@d|@gAfCn@rOErDl@rPk@xIqC?cAr@k@WeB?h@d@~@hEsATFFr@h@A`ZaGDcAXe@nB?d}Aod@dGa@|CdDr}AdrBvAbAbAxBxP`Ul~@nlAvBjBv@hBxGpIxFbFhG`D`JzAdD@r@]xAb@~JFVpQCdPmAtGAjBIf`CQnRLlCQdaA~Cr@~@t@h@lAnCnLxArBtAh@lzBb@jE\\bBGd`A^vIz@hGbCzHlOxYjq@v}AhCzBlAHlCsAnLsRlD}Dba@qk@tDsHjBoFtDcQxByTlxAksQ`@qBtAaBhJfCh@t@zBkYAyDeAu@,2,,,
8,2,Middagrit,91087.0,12872,21773,109.0,Ride,10.0,3893422599,garmin_push_5365379353,4166980127.0,2020-08-10T11:33:19Z,2020-08-10T13:33:19Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218811, 6.574476]","[53.065992, 5.516632]",,,The Netherlands,53.218811,6.574476,12,32,0,1,0,False,False,False,False,followers_only,False,b5474373,False,4166980127,7.076,13.4,31.0,97.0,1248.6,False,True,107.9,152.0,False,True,18.6,-2.6,1,0,False,36.0,4591892,1,a3893422599,{wxcIybcg@v@h@lAmAvDfKlEkDxBvFdB~Jn@f@z\_Og@kFJbDe@h@eLpF~NlgAl\phBvDvIlDxPpB`C|Cr@M|Fw@pAyYjK}EjJsCs@mDjA|AjULpWp@jCr@dQBzNSlK}@bDyEbDeBnC{A|n@iO~McJfCeCpEqDjBiDnBoEvDlJdv@y@|GPvCjAxAxGR|@~AzDjb@jMp~@\jJYpCpAfAhBrGhAjUUlRnC~DzI`}@xLxx@v@`ClExCfAlLvUnsA|BvBhQiC~Bt@xNpcAvG~[zBxRfClJ|JjU~@pPvFxY~WPjDxHn@dGl@~UnGzZPlBg@jBr@zBfBnZ~DtN~@`N`E~SrDrLrAdInBrBrElRx@~NnAjJj@~@hPxxAdHzQfFpRnApABpA~ErLfDdHpFzGrm@jmAjKb]pKzkAvDxx@bCzXlBtLpCfm@GtHjDCzBrAtCdOfErKs@xE|M`_Ag@jP|DbZbG~GjJ`BxF`g@`CjGtSp|@zE|OpDzXptA|kBjNlGhVmB~BHn\dR`lAjg@mClf@eA~dAj`@`QnNjDoAnwAfHd`BxChVrLtc@|mAxiDjMhRVxBvBhA`FnGNc@y@iAZ{@\h@s@Xz@bCbXr_@~M|]jCjOf@d_@O`~@n@|X[~MiPhw@gCrWoOzj@}a@r~BN~FhNn\p@fGhDxHw@tLpCFd@lAkRlyDeIr|DrAhGrz@ffC|Vjy@hA`BnJtE~C`FYkAfT~v@`Pfs@vEff@l@pA\kAy@}@{@fAfE|`@jD`l@mA`VcEn_@C~YmDvWaEpQn@jM{BhJiHfLsAnH`@zVcAnNsA`IdApPMjJv@bP|IhM~@tH|A`FcB`DM`GtAsAKs@Hz@mA^IlGeHnQ_@dc@gBnGyEjHiQvHsJxGgCxH{CbBsVxXsFrK}DdUkIfTaExE_LtFkLvSpf@lj@`A|HvD`Gj@nFfIdIGtNzNxwAlp@pfBlGhLxLpP|AvJtOrc@lE~An@xGhJrR@nUr@zEQvFdj@bz@hIdPhFlL`BjLbHzZlSeAzCRRfAuCzP_BjZUp]oDtc@iNlMmPb^wT|ZAfGx@`FlDlM|DjJtAbIqEnKhArFtC`CnAbE?dBaAfBjBtYu@vJTnEkGjQg@`U_AnEuLxY{Iz\eBvM]~LsEpQyAlNbBbPd@lRYxFaQ|v@eGbVmDvy@nLtb@`BdLSjGu]zkAuKxViPvq@kMf^_GtTgChQsLhiBmArHXvEwDnk@sDrNaAzItBzPZxRm@zBsAqBqE}@eN~MVbC{@zA,2,,,
9,2,Middagrit,75398.4,9298,9319,94.0,Ride,10.0,3879151938,garmin_push_5350607105,4151255355.0,2020-08-07T15:27:12Z,2020-08-07T17:27:12Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.219015, 6.575223]","[53.240013, 6.601078]",,,The Netherlands,53.219015,6.575223,12,24,0,1,0,False,False,False,False,followers_only,False,b5474373,False,4151255355,8.109,11.4,28.0,127.8,1188.1,False,True,138.6,153.0,False,True,3.2,-5.8,1,0,False,87.0,4591892,1,a3879151938,ikycIuqcg@I_ClCe@bPaTLqD_Rgv@DsAlAwD_Mmq@gRk_AaAqFDuCs@oE_DaG{`@owBkBiIkAb@aLun@gLw`@oD{NfCaIHgCbAohJ`@soB@yPm@yPlBc[nGgi@_B{Dux@wy@kN_PuJoMqPkGuBqCgIcGrCsJtOe\|wBk}Eq@oDgMu^~CgGJyAoJ_EiCeEcEmKcG_SuFcYg@kEk@yYcCwOJeI`AuIY_BoE_NwDkQcKm\_Xgu@uGoTPoS`AyCFkCq@oCdAeb@kMDSk@XwOpB_O|A_YtHau@G{B|@sIbAyGhBkA~@qJdHg`@OeHtAyWEiHtCyb@cEmQBuNq@{FgF}VuCeMaDwCeIeBqGIeF_EoBo@o[kF_@iALsQiDsCy@eHit@qO{AOkC`BgAGod@sNucB{C{j@yEkgAqE{GmCwFrHoBhBaGjCqGLwAq@kRgB_DpAu@rAgEzN}AfKmAnEx@rCjAfS]|n@YbIc@jCM`I^pC[zLyFzMX`A?jBc@|@~Tlg@l@`CL~Fy@jGuTfh@cBbFwA`Ia@bFObMf@`OfB`MpBxFtGpKx@vDFbCKfKa@|BV|BoAnm@u@`OR|\HdD^`BqAvIr@|Kl@rYfBzULjYNdA~AxBLhAoArUXnQmApIGjE\lIlAvIKxWZtIhBv[lDp\I`G~Bx\fA`JbAhRvB`TJrES~Gp@tPdBvDhA~FlBrb@d@`GrAxHdAvRhAfLf@xRh@xGC`GzElZa@tL^bG~A~DXtBQdRR|K|D|b@dAd_@W|AkAlB{B~LiAlMu@dAInIwErKmA|HkMpi@i@lHo@~CwBzE]hBsD|Vn@~L]hCwClEcDzBwAdD{AlAkCtHeCxDyLbHiCfGyIjC{DvCuDbMoAj@Q~AwAvDcFvJ}@~HLtD_DvDcBrF_BvVgBfScAhJ}ArH{@bLiCxQPfMQjGoChTBbCgLpoAkMfdATlDQ|HsAlGsCzHg@h@aElAFZDo@\SvCSu@fHXpBdAVd@xHh@nBUfGPxJaAlEl@rW^d@lFc@|`@eFnFbBx@]dE_HrBgAb@j@n@|JbAr@vzAkaAv_@gHj@_Anh@vI~BwZv@wYpB{MpB{R|DmHvKjPbFhFf^|i@xBbC`EiBrCaEhHc@`M{MfVgL`ByCjGj@hDs@vBmDfB{AtF{Jf@Rt[vo@|KbA~DhIr@b@hGMpXbi@pG}A`[gDdOk@pIwArCuB~EuAl`@~u@lAp@|CuAh@`@jLn{@gOpLqKdGvf@nyC,2,,,
